complexity,loss,equation,score,sympy_format,lambda_format,simulation,parsimony,populations
13,1.9874389,"((DST * -0.056820966) - max(Ey, -0.18091333)) * min(max(Ey, 0.91762626), 2.3946903)",0.0012273597123470242,"((DST * -0.056820966) - max(Ey, -0.18091333)) * min(max(Ey, 0.91762626), 2.3946903)","PySRFunction(X=>((DST * -0.056820966) - max(Ey, -0.18091333)) * min(max(Ey, 0.91762626), 2.3946903))",17,0.5502518756433955,107
14,1.9874679,"(DST * (-0.046300836 - (P_dyn * 0.0037522488))) - max(sqrt(P_dyn) * Ey, -0.18308866)",0.000909677256770717,"(DST * (-0.046300836 - (P_dyn * 0.0037522488))) - max(sqrt(P_dyn) * Ey, -0.18308866)","PySRFunction(X=>(DST * (-0.046300836 - (P_dyn * 0.0037522488))) - max(sqrt(P_dyn) * Ey, -0.18308866))",4,0.5006624842229058,96
13,1.9874742,"min(((DST * -0.084869035) - Ey) - Ey, DST * -0.044636276) + 0.16670036",0.0018748195028216632,"min(((DST * -0.084869035) - Ey) - Ey, DST * -0.044636276) + 0.16670036","PySRFunction(X=>min(((DST * -0.084869035) - Ey) - Ey, DST * -0.044636276) + 0.16670036)",14,0.3494401318627533,57
22,1.987502,"((DST * -0.053002484) - max(0.018895853, Ey / (0.5607095 + (square(0.5556808) / P_dyn)))) / ((0.56900454 + (0.28175512 / P_dyn)) * 1.1380692)",0.0003252800966468391,"((DST * -0.053002484) - max(0.018895853, Ey / (0.5607095 + (square(0.5556808) / P_dyn)))) / ((0.56900454 + (0.28175512 / P_dyn)) * 1.1380692)","PySRFunction(X=>((DST * -0.053002484) - max(0.018895853, Ey / (0.5607095 + (square(0.5556808) / P_dyn)))) / ((0.56900454 + (0.28175512 / P_dyn)) * 1.1380692))",38,0.4089303201959328,103
12,1.9875447,"min(DST * -0.05303381, ((DST * -0.05303381) - Ey) * sqrt(P_dyn))",0.0010296580331127436,"min(DST * -0.05303381, ((DST * -0.05303381) - Ey) * sqrt(P_dyn))","PySRFunction(X=>min(DST * -0.05303381, ((DST * -0.05303381) - Ey) * sqrt(P_dyn)))",16,0.8245378107274485,68
18,1.9875789,"((((((P_dyn * sqrt(P_dyn)) + DST) * 1.158063) * -0.031427655) - max(-0.03125909, Ey)) / 0.59752256) + 0.21609753",0.0010950045689306338,"((((((P_dyn * sqrt(P_dyn)) + DST) * 1.158063) * -0.031427655) - max(-0.03125909, Ey)) / 0.59752256) + 0.21609753","PySRFunction(X=>((((((P_dyn * sqrt(P_dyn)) + DST) * 1.158063) * -0.031427655) - max(-0.03125909, Ey)) / 0.59752256) + 0.21609753)",82,0.591868900251688,68
16,1.9875811,"sqrt(P_dyn + 1.0344896) * (0.17418331 - (((DST + P_dyn) * 0.030339826) + max(Ey, 0.07394772)))",0.00035101839962419206,"sqrt(P_dyn + 1.0344896) * (0.17418331 - (((DST + P_dyn) * 0.030339826) + max(Ey, 0.07394772)))","PySRFunction(X=>sqrt(P_dyn + 1.0344896) * (0.17418331 - (((DST + P_dyn) * 0.030339826) + max(Ey, 0.07394772))))",79,0.45265904225001785,99
17,1.987595,"((DST * -0.038405746) - max(-0.038405746, Ey)) * sqrt(max(P_dyn - sign(0.15473722 - Ey), 1.6928544))",0.00036865146656178146,"((DST * -0.038405746) - max(-0.038405746, Ey)) * sqrt(max(P_dyn - sign(0.15473722 - Ey), 1.6928544))","PySRFunction(X=>((DST * -0.038405746) - max(-0.038405746, Ey)) * sqrt(max(P_dyn - sign(0.15473722 - Ey), 1.6928544)))",9,0.855507205394236,54
17,1.9875995,"(((DST - (min(P_dyn, 1.6630079 - P_dyn) / 0.28702074)) * -0.041924212) - max(Ey, -0.041924212)) / 0.65980965",0.00021772784876457604,"(((DST - (min(P_dyn, 1.6630079 - P_dyn) / 0.28702074)) * -0.041924212) - max(Ey, -0.041924212)) / 0.65980965","PySRFunction(X=>(((DST - (min(P_dyn, 1.6630079 - P_dyn) / 0.28702074)) * -0.041924212) - max(Ey, -0.041924212)) / 0.65980965)",52,0.4980929950578914,85
17,1.9876488,"(-0.045591857 * (-0.4751084 + DST)) - max(Ey - ((-0.045591857 * DST) - (Ey + -0.29598737)), -0.045591857)",4.530273182596978e-05,"(-0.045591857 * (-0.4751084 + DST)) - max(Ey - ((-0.045591857 * DST) - (Ey + -0.29598737)), -0.045591857)","PySRFunction(X=>(-0.045591857 * (-0.4751084 + DST)) - max(Ey - ((-0.045591857 * DST) - (Ey + -0.29598737)), -0.045591857))",18,0.5268729854891229,90
19,1.9876788,"((min(DST * -0.03664706, ((DST / 0.44113526) * -0.03664706) - (Ey / 0.5261322)) / 0.8537169) - -0.29542446) + -0.07691449",0.00021993183297822424,"((min(DST * -0.03664706, ((DST / 0.44113526) * -0.03664706) - (Ey / 0.5261322)) / 0.8537169) - -0.29542446) + -0.07691449","PySRFunction(X=>((min(DST * -0.03664706, ((DST / 0.44113526) * -0.03664706) - (Ey / 0.5261322)) / 0.8537169) - -0.29542446) + -0.07691449)",27,0.45099183801247894,49
17,1.9876794,"0.09926197 - max(Ey + (((-0.7326635 + DST) * 0.09021472) + Ey), (0.060865816 / 1.2426603) * DST)",0.00015846370527645507,"0.09926197 - max(Ey + (((-0.7326635 + DST) * 0.09021472) + Ey), (0.060865816 / 1.2426603) * DST)","PySRFunction(X=>0.09926197 - max(Ey + (((-0.7326635 + DST) * 0.09021472) + Ey), (0.060865816 / 1.2426603) * DST))",40,0.3017629673082412,32
14,1.9876897,"((max(sqrt(P_dyn), (Ey / 0.023216791) + DST) + DST) * -0.04514502) + 0.18106024",0.00016037434666616444,"((max(sqrt(P_dyn), (Ey / 0.023216791) + DST) + DST) * -0.04514502) + 0.18106024","PySRFunction(X=>((max(sqrt(P_dyn), (Ey / 0.023216791) + DST) + DST) * -0.04514502) + 0.18106024)",37,0.8718498780227896,112
17,1.9876993,"min(((DST + -1.4214932) / -12.297072) - (Ey + Ey), (DST / -12.297072) / 1.612137) - -0.18712774",0.00042844384902422005,"min(((DST + -1.4214932) / -12.297072) - (Ey + Ey), (DST / -12.297072) / 1.612137) - -0.18712774","PySRFunction(X=>min(((DST + -1.4214932) / -12.297072) - (Ey + Ey), (DST / -12.297072) / 1.612137) - -0.18712774)",94,0.5824767943876961,120
17,1.9877052,"(0.25754783 + ((0.25754783 + ((DST * -0.032792352) - max(Ey, 0.19878487))) / 0.5736411)) - (P_dyn * 0.25754783)",0.00014637855046121593,"(0.25754783 + ((0.25754783 + ((DST * -0.032792352) - max(Ey, 0.19878487))) / 0.5736411)) - (P_dyn * 0.25754783)","PySRFunction(X=>(0.25754783 + ((0.25754783 + ((DST * -0.032792352) - max(Ey, 0.19878487))) / 0.5736411)) - (P_dyn * 0.25754783))",93,0.42070465221482417,75
16,1.987713,"(DST * -0.06126441) - max(-0.06126441, Ey * sqrt((Ey > (DST * -0.06126441)) + P_dyn))",0.00015246355517367142,"(DST * -0.06126441) - max(-0.06126441, Ey * sqrt((Ey > (DST * -0.06126441)) + P_dyn))","PySRFunction(X=>(DST * -0.06126441) - max(-0.06126441, Ey * sqrt((Ey > (DST * -0.06126441)) + P_dyn)))",61,0.2885574283892035,90
28,1.9877304,"((min((Ey * -1.4070659) + 0.3892054, 0.20056552) * square(1.0754333)) - ((((DST + (P_dyn + (P_dyn - (0.88261044 / 1.0006217)))) + P_dyn) - 0.9120514) * 0.05429218)) * 1.0171249",0.00010742254620479525,"((min((Ey * -1.4070659) + 0.3892054, 0.20056552) * square(1.0754333)) - ((((DST + (P_dyn + (P_dyn - (0.88261044 / 1.0006217)))) + P_dyn) - 0.9120514) * 0.05429218)) * 1.0171249","PySRFunction(X=>((min((Ey * -1.4070659) + 0.3892054, 0.20056552) * square(1.0754333)) - ((((DST + (P_dyn + (P_dyn - (0.88261044 / 1.0006217)))) + P_dyn) - 0.9120514) * 0.05429218)) * 1.0171249)",81,0.1302776967933314,64
17,1.9877366,"(DST * -0.06418286) - (max(Ey, -0.0) * sqrt(sqrt(max(P_dyn, DST * Ey) * 3.7355907)))",0.00025623086797992224,"(DST * -0.06418286) - (max(Ey, -0.0) * sqrt(sqrt(max(P_dyn, DST * Ey) * 3.7355907)))","PySRFunction(X=>(DST * -0.06418286) - (max(Ey, -0.0) * sqrt(sqrt(max(P_dyn, DST * Ey) * 3.7355907))))",1,0.08529937332693173,78
15,1.9877565,"((DST + (P_dyn / 0.2127559)) * -0.056629326) + (0.5181834 - max(0.08427425, Ey / 0.6833574))",0.00130070465407767,"((DST + (P_dyn / 0.2127559)) * -0.056629326) + (0.5181834 - max(0.08427425, Ey / 0.6833574))","PySRFunction(X=>((DST + (P_dyn / 0.2127559)) * -0.056629326) + (0.5181834 - max(0.08427425, Ey / 0.6833574)))",26,0.06313970895502706,68
15,1.9877747,"((DST + P_dyn) * -0.06404725) + (min(DST * 0.020104071, Ey * -1.6907686) + 0.2913132)",0.0011877319949874228,"((DST + P_dyn) * -0.06404725) + (min(DST * 0.020104071, Ey * -1.6907686) + 0.2913132)","PySRFunction(X=>((DST + P_dyn) * -0.06404725) + (min(DST * 0.020104071, Ey * -1.6907686) + 0.2913132))",30,0.6907651527965286,104
17,1.9877797,"((-0.054064523 * DST) + min(min((-0.04476655 * DST) + 0.23225118, Ey) - Ey, Ey)) - Ey",0.0005024445364697429,"((-0.054064523 * DST) + min(min((-0.04476655 * DST) + 0.23225118, Ey) - Ey, Ey)) - Ey","PySRFunction(X=>((-0.054064523 * DST) + min(min((-0.04476655 * DST) + 0.23225118, Ey) - Ey, Ey)) - Ey)",65,0.762653148284585,81
22,1.9877808,"(((((((sqrt(P_dyn) - (P_dyn + P_dyn)) - P_dyn) - P_dyn) - DST) * 0.040302746) - max(-0.0056132805, Ey)) / 0.6953428) + 0.35275608",0.0005384958653951338,"(((((((sqrt(P_dyn) - (P_dyn + P_dyn)) - P_dyn) - P_dyn) - DST) * 0.040302746) - max(-0.0056132805, Ey)) / 0.6953428) + 0.35275608","PySRFunction(X=>(((((((sqrt(P_dyn) - (P_dyn + P_dyn)) - P_dyn) - P_dyn) - DST) * 0.040302746) - max(-0.0056132805, Ey)) / 0.6953428) + 0.35275608)",85,0.7454529810573822,61
15,1.9878289,"(-0.045591857 * DST) - max(Ey - ((-0.045591857 * DST) - (Ey + -0.29598737)), -0.045591857)",0.0003408588094020336,"(-0.045591857 * DST) - max(Ey - ((-0.045591857 * DST) - (Ey + -0.29598737)), -0.045591857)","PySRFunction(X=>(-0.045591857 * DST) - max(Ey - ((-0.045591857 * DST) - (Ey + -0.29598737)), -0.045591857))",18,0.5268729854891229,90
23,1.9878342,"((DST - (((1.06811 + 1.7701813) - (DST * 0.25671673)) - square(P_dyn * sqrt(0.69901633)))) * -0.04627497) - (max(Ey, -0.09885189) / 0.6843345)",9.205914423014665e-06,"((DST - (((1.06811 + 1.7701813) - (DST * 0.25671673)) - square(P_dyn * sqrt(0.69901633)))) * -0.04627497) - (max(Ey, -0.09885189) / 0.6843345)","PySRFunction(X=>((DST - (((1.06811 + 1.7701813) - (DST * 0.25671673)) - square(P_dyn * sqrt(0.69901633)))) * -0.04627497) - (max(Ey, -0.09885189) / 0.6843345))",87,0.7729640303011123,109
16,1.9878407,"((DST - (P_dyn * (-0.05404816 * DST))) * -0.05404816) - max(sqrt(P_dyn) * Ey, -0.05404816)",0.0005846144224842602,"((DST - (P_dyn * (-0.05404816 * DST))) * -0.05404816) - max(sqrt(P_dyn) * Ey, -0.05404816)","PySRFunction(X=>((DST - (P_dyn * (-0.05404816 * DST))) * -0.05404816) - max(sqrt(P_dyn) * Ey, -0.05404816))",21,0.5229121890392237,92
21,1.9878708,"((DST - ((2.2635212 - (DST * 0.25671673)) - square(P_dyn * sqrt(0.69901633)))) * -0.04627497) - (max(Ey, -0.09885189) / 0.6843345)",7.505236314331454e-05,"((DST - ((2.2635212 - (DST * 0.25671673)) - square(P_dyn * sqrt(0.69901633)))) * -0.04627497) - (max(Ey, -0.09885189) / 0.6843345)","PySRFunction(X=>((DST - ((2.2635212 - (DST * 0.25671673)) - square(P_dyn * sqrt(0.69901633)))) * -0.04627497) - (max(Ey, -0.09885189) / 0.6843345))",87,0.7729640303011123,109
15,1.9878871,"(sqrt(P_dyn) * ((DST * -0.036008436) - max(sqrt(P_dyn) > 2.175632, Ey))) - -0.21025896",0.0003002737795132053,"(sqrt(P_dyn) * ((DST * -0.036008436) - max(sqrt(P_dyn) > 2.175632, Ey))) - -0.21025896","PySRFunction(X=>(sqrt(P_dyn) * ((DST * -0.036008436) - max(sqrt(P_dyn) > 2.175632, Ey))) - -0.21025896)",51,0.6728908265977278,104
15,1.9879267,"(((DST + (P_dyn / 0.30322394)) * -0.060555782) - (max(0.040909912, Ey) / 0.64585793)) + 0.48603097",0.0025870379908704394,"(((DST + (P_dyn / 0.30322394)) * -0.060555782) - (max(0.040909912, Ey) / 0.64585793)) + 0.48603097","PySRFunction(X=>(((DST + (P_dyn / 0.30322394)) * -0.060555782) - (max(0.040909912, Ey) / 0.64585793)) + 0.48603097)",36,0.5183923915928792,47
17,1.9879336,"((DST / 1.0627337) - DST) + (((P_dyn * -0.13864191) - max(Ey * 1.7756631, 0.30676082)) + 0.5511925)",0.0008081008027916596,"((DST / 1.0627337) - DST) + (((P_dyn * -0.13864191) - max(Ey * 1.7756631, 0.30676082)) + 0.5511925)","PySRFunction(X=>((DST / 1.0627337) - DST) + (((P_dyn * -0.13864191) - max(Ey * 1.7756631, 0.30676082)) + 0.5511925))",73,0.1586838346782837,117
18,1.987951,"(((DST + P_dyn) - (P_B > -0.54343593)) * -0.059215542) - max(sqrt(max(P_dyn, 1.318066)) * Ey, -0.059215542)",0.00015210485687462558,"(((DST + P_dyn) - (P_B > -0.54343593)) * -0.059215542) - max(sqrt(max(P_dyn, 1.318066)) * Ey, -0.059215542)","PySRFunction(X=>(((DST + P_dyn) - (P_B > -0.54343593)) * -0.059215542) - max(sqrt(max(P_dyn, 1.318066)) * Ey, -0.059215542))",71,0.791898920384327,87
24,1.9879863,"((((min(square(P_dyn), DST + DST) + Ey) + square(P_dyn)) * -0.033126827) - (max(Ey, -1.6347886 / P_B) / square(-0.8389404))) - -0.02259156",8.731692075734769e-05,"((((min(square(P_dyn), DST + DST) + Ey) + square(P_dyn)) * -0.033126827) - (max(Ey, -1.6347886 / P_B) / square(-0.8389404))) - -0.02259156","PySRFunction(X=>((((min(square(P_dyn), DST + DST) + Ey) + square(P_dyn)) * -0.033126827) - (max(Ey, -1.6347886 / P_B) / square(-0.8389404))) - -0.02259156)",19,0.4311185220798395,26
14,1.9879895,"sqrt(P_dyn) * (((DST - (2.2221022 - P_dyn)) * -0.04139967) - max(-0.03799025, Ey))",0.0006906230497815253,"sqrt(P_dyn) * (((DST - (2.2221022 - P_dyn)) * -0.04139967) - max(-0.03799025, Ey))","PySRFunction(X=>sqrt(P_dyn) * (((DST - (2.2221022 - P_dyn)) * -0.04139967) - max(-0.03799025, Ey)))",74,0.8388475202703249,77
16,1.9879944,"square(-1.2133582 + 0.804565) - max(Ey + ((DST * 0.09021472) + Ey), DST * 0.04846343)",0.00022683607680102667,"square(-1.2133582 + 0.804565) - max(Ey + ((DST * 0.09021472) + Ey), DST * 0.04846343)","PySRFunction(X=>square(-1.2133582 + 0.804565) - max(Ey + ((DST * 0.09021472) + Ey), DST * 0.04846343))",40,0.3017629673082412,32
29,1.9880043,"(min((-0.818049 * (Ey - (-0.051746204 * (0.8788791 * DST)))) * 1.0761671, Ey) - ((Ey - (-0.051746204 * (0.8788791 * DST))) * 1.0761671)) + min(max(P_dyn, -1.7284269), 0.124464735)",7.670997795771339e-07,"(min((-0.818049 * (Ey - (-0.051746204 * (0.8788791 * DST)))) * 1.0761671, Ey) - ((Ey - (-0.051746204 * (0.8788791 * DST))) * 1.0761671)) + min(max(P_dyn, -1.7284269), 0.124464735)","PySRFunction(X=>(min((-0.818049 * (Ey - (-0.051746204 * (0.8788791 * DST)))) * 1.0761671, Ey) - ((Ey - (-0.051746204 * (0.8788791 * DST))) * 1.0761671)) + min(max(P_dyn, -1.7284269), 0.124464735))",44,0.5510622052366214,25
22,1.9880048,"min(square(-0.26791057), Ey / -0.8016984) + (-0.06331895 * ((Ey - ((min(Ey / -0.5813997, -1.595343) * P_dyn) - -1.595343)) + DST))",0.00031921386853202234,"min(square(-0.26791057), Ey / -0.8016984) + (-0.06331895 * ((Ey - ((min(Ey / -0.5813997, -1.595343) * P_dyn) - -1.595343)) + DST))","PySRFunction(X=>min(square(-0.26791057), Ey / -0.8016984) + (-0.06331895 * ((Ey - ((min(Ey / -0.5813997, -1.595343) * P_dyn) - -1.595343)) + DST)))",64,0.42995733838620886,73
13,1.9880085,"((max(Ey, (Ey / 0.023216791) + DST) + DST) * -0.04514502) + 0.18106024",0.0009619974154387214,"((max(Ey, (Ey / 0.023216791) + DST) + DST) * -0.04514502) + 0.18106024","PySRFunction(X=>((max(Ey, (Ey / 0.023216791) + DST) + DST) * -0.04514502) + 0.18106024)",37,0.8718498780227896,112
25,1.9880104,"0.124464735 + (min(((Ey - (-0.051746204 * (0.8788791 * DST))) * 1.0761671) * -0.818049, Ey) - ((Ey - ((-0.051746204 * 0.8788791) * DST)) * 1.0761671))",0.0001028349334873013,"0.124464735 + (min(((Ey - (-0.051746204 * (0.8788791 * DST))) * 1.0761671) * -0.818049, Ey) - ((Ey - ((-0.051746204 * 0.8788791) * DST)) * 1.0761671))","PySRFunction(X=>0.124464735 + (min(((Ey - (-0.051746204 * (0.8788791 * DST))) * 1.0761671) * -0.818049, Ey) - ((Ey - ((-0.051746204 * 0.8788791) * DST)) * 1.0761671)))",44,0.5510622052366214,25
20,1.98802,"((DST - ((2.2635212 - (DST * 0.25671673)) - square(P_dyn * 0.86204666))) * -0.04627497) - (max(Ey, -0.09885189) / 0.6843345)",0.0003216961345562843,"((DST - ((2.2635212 - (DST * 0.25671673)) - square(P_dyn * 0.86204666))) * -0.04627497) - (max(Ey, -0.09885189) / 0.6843345)","PySRFunction(X=>((DST - ((2.2635212 - (DST * 0.25671673)) - square(P_dyn * 0.86204666))) * -0.04627497) - (max(Ey, -0.09885189) / 0.6843345))",87,0.7729640303011123,109
13,1.988058,"min((DST * -0.090466075) - (Ey * 1.960752), DST * -0.043293092) - -0.16980252",0.0015308337699972815,"min((DST * -0.090466075) - (Ey * 1.960752), DST * -0.043293092) - -0.16980252","PySRFunction(X=>min((DST * -0.090466075) - (Ey * 1.960752), DST * -0.043293092) - -0.16980252)",25,0.3134955963792481,93
17,1.9880921,"sqrt(P_dyn) * ((((DST * 0.19890046) - (sqrt(P_dyn) - P_dyn)) * -0.23911294) - max(Ey, -0.23911294))",0.0005735742077743775,"sqrt(P_dyn) * ((((DST * 0.19890046) - (sqrt(P_dyn) - P_dyn)) * -0.23911294) - max(Ey, -0.23911294))","PySRFunction(X=>sqrt(P_dyn) * ((((DST * 0.19890046) - (sqrt(P_dyn) - P_dyn)) * -0.23911294) - max(Ey, -0.23911294)))",60,0.08909491661479431,30
15,1.9880961,"min(DST * -0.047974475, ((((DST + Ey) + -2.898158) * -0.047974475) - Ey) / 0.50760067)",0.00049216347017278,"min(DST * -0.047974475, ((((DST + Ey) + -2.898158) * -0.047974475) - Ey) / 0.50760067)","PySRFunction(X=>min(DST * -0.047974475, ((((DST + Ey) + -2.898158) * -0.047974475) - Ey) / 0.50760067))",42,0.8720803419182309,28
15,1.9881004,"min((((DST * -0.040459394) - Ey) - Ey) + 0.31701732, 0.09040359) + (DST * -0.040459394)",0.0006928197752982126,"min((((DST * -0.040459394) - Ey) - Ey) + 0.31701732, 0.09040359) + (DST * -0.040459394)","PySRFunction(X=>min((((DST * -0.040459394) - Ey) - Ey) + 0.31701732, 0.09040359) + (DST * -0.040459394))",66,0.3983027148036292,52
20,1.988121,"(-0.06398197 * (DST + Ey)) - min(max(0.40035662, Ey + P_dyn), square(max(P_dyn * 0.123251475, Ey + 0.123251475)))",0.00029177334527540435,"(-0.06398197 * (DST + Ey)) - min(max(0.40035662, Ey + P_dyn), square(max(P_dyn * 0.123251475, Ey + 0.123251475)))","PySRFunction(X=>(-0.06398197 * (DST + Ey)) - min(max(0.40035662, Ey + P_dyn), square(max(P_dyn * 0.123251475, Ey + 0.123251475))))",78,0.33499087603379646,78
21,1.9881486,"((DST * -0.053002484) - max(0.018895853, Ey / (0.5607095 + (0.2736874 / P_dyn)))) / ((0.56900454 + (0.28175512 / P_dyn)) * 1.1380692)",0.0011277503302426562,"((DST * -0.053002484) - max(0.018895853, Ey / (0.5607095 + (0.2736874 / P_dyn)))) / ((0.56900454 + (0.28175512 / P_dyn)) * 1.1380692)","PySRFunction(X=>((DST * -0.053002484) - max(0.018895853, Ey / (0.5607095 + (0.2736874 / P_dyn)))) / ((0.56900454 + (0.28175512 / P_dyn)) * 1.1380692))",38,0.4089303201959328,103
26,1.9881575,"(min((Ey * -1.4070659) + 0.3892054, 0.20056552) * square(1.0754333)) - ((((DST + (P_dyn + (P_dyn - (0.88261044 / 1.0006217)))) + P_dyn) - 0.9120514) * 0.05429218)",4.52680229107074e-07,"(min((Ey * -1.4070659) + 0.3892054, 0.20056552) * square(1.0754333)) - ((((DST + (P_dyn + (P_dyn - (0.88261044 / 1.0006217)))) + P_dyn) - 0.9120514) * 0.05429218)","PySRFunction(X=>(min((Ey * -1.4070659) + 0.3892054, 0.20056552) * square(1.0754333)) - ((((DST + (P_dyn + (P_dyn - (0.88261044 / 1.0006217)))) + P_dyn) - 0.9120514) * 0.05429218))",81,0.1302776967933314,64
17,1.9881587,"(((-0.0419376 * DST) - max(-0.04340817, Ey - ((DST * -0.0419376) - Ey))) - -0.15313077) / 0.9583832",3.6565160389469426e-05,"(((-0.0419376 * DST) - max(-0.04340817, Ey - ((DST * -0.0419376) - Ey))) - -0.15313077) / 0.9583832","PySRFunction(X=>(((-0.0419376 * DST) - max(-0.04340817, Ey - ((DST * -0.0419376) - Ey))) - -0.15313077) / 0.9583832)",77,0.7461220609221213,109
24,1.9881593,"(min((Ey * -1.4070659) + 0.3892054, 0.20056552) * square(1.0754333)) - ((((DST + (P_dyn + (P_dyn - 0.9120514))) + P_dyn) - 0.9120514) * 0.05429218)",7.645812894212092e-05,"(min((Ey * -1.4070659) + 0.3892054, 0.20056552) * square(1.0754333)) - ((((DST + (P_dyn + (P_dyn - 0.9120514))) + P_dyn) - 0.9120514) * 0.05429218)","PySRFunction(X=>(min((Ey * -1.4070659) + 0.3892054, 0.20056552) * square(1.0754333)) - ((((DST + (P_dyn + (P_dyn - 0.9120514))) + P_dyn) - 0.9120514) * 0.05429218))",81,0.1302776967933314,64
17,1.9881754,"((DST * -0.054803114) - (sqrt(P_dyn) * max(Ey, (sqrt(P_dyn) * 0.05258525) > 0.12073169))) + 0.07310606",1.5239987937984027e-05,"((DST * -0.054803114) - (sqrt(P_dyn) * max(Ey, (sqrt(P_dyn) * 0.05258525) > 0.12073169))) + 0.07310606","PySRFunction(X=>((DST * -0.054803114) - (sqrt(P_dyn) * max(Ey, (sqrt(P_dyn) * 0.05258525) > 0.12073169))) + 0.07310606)",33,0.4661935505588732,98
16,1.9881904,"(((DST * -0.06719944) - max(-0.05795984, Ey * sqrt(P_dyn - -1.1922761))) * 0.8657722) - -0.05795984",0.000163589356071942,"(((DST * -0.06719944) - max(-0.05795984, Ey * sqrt(P_dyn - -1.1922761))) * 0.8657722) - -0.05795984","PySRFunction(X=>(((DST * -0.06719944) - max(-0.05795984, Ey * sqrt(P_dyn - -1.1922761))) * 0.8657722) - -0.05795984)",59,0.5266535863967797,85
16,1.9882057,"((DST * -0.054803114) - (sqrt(P_dyn) * max(Ey, (Ey + P_dyn) * 0.05258525))) - -0.085474156",0.0005222441632732316,"((DST * -0.054803114) - (sqrt(P_dyn) * max(Ey, (Ey + P_dyn) * 0.05258525))) - -0.085474156","PySRFunction(X=>((DST * -0.054803114) - (sqrt(P_dyn) * max(Ey, (Ey + P_dyn) * 0.05258525))) - -0.085474156)",33,0.4661935505588732,98
14,1.9882237,"sqrt(P_dyn) * (((P_dyn + DST) * -0.03776623) - max(Ey, -0.3524339 / P_dyn))",0.0022850574115740726,"sqrt(P_dyn) * (((P_dyn + DST) * -0.03776623) - max(Ey, -0.3524339 / P_dyn))","PySRFunction(X=>sqrt(P_dyn) * (((P_dyn + DST) * -0.03776623) - max(Ey, -0.3524339 / P_dyn)))",98,0.5305623742939397,35
24,1.9882367,"(DST * -0.07408854) + min((0.23253457 - Ey) / 0.45571312, ((min(DST * 0.10321256, 0.37186167) - Ey) / 0.33778927) * square(0.33778927 / 1.1695185))",0.001051384227847255,"(DST * -0.07408854) + min((0.23253457 - Ey) / 0.45571312, ((min(DST * 0.10321256, 0.37186167) - Ey) / 0.33778927) * square(0.33778927 / 1.1695185))","PySRFunction(X=>(DST * -0.07408854) + min((0.23253457 - Ey) / 0.45571312, ((min(DST * 0.10321256, 0.37186167) - Ey) / 0.33778927) * square(0.33778927 / 1.1695185)))",47,0.05941929205177354,28
17,1.9882534,"((-0.059215542 * DST) - max(sqrt(sqrt(P_dyn / 0.6494448) / 0.6494448) * Ey, -0.059215542)) + 0.101165965",7.93127004214444e-05,"((-0.059215542 * DST) - max(sqrt(sqrt(P_dyn / 0.6494448) / 0.6494448) * Ey, -0.059215542)) + 0.101165965","PySRFunction(X=>((-0.059215542 * DST) - max(sqrt(sqrt(P_dyn / 0.6494448) / 0.6494448) * Ey, -0.059215542)) + 0.101165965)",71,0.791898920384327,87
14,1.988271,"(DST * -0.06202604) - max(-0.06447579, Ey * min(sqrt(max(P_dyn, 1.4667585)), 3.146964))",0.00041028874290790303,"(DST * -0.06202604) - max(-0.06447579, Ey * min(sqrt(max(P_dyn, 1.4667585)), 3.146964))","PySRFunction(X=>(DST * -0.06202604) - max(-0.06447579, Ey * min(sqrt(max(P_dyn, 1.4667585)), 3.146964)))",62,0.67452115238689,107
15,1.9882789,"0.22980176 - (max(Ey + (Ey + (0.046332713 * DST)), 0.030339826) + (DST * 0.046332713))",0.0016196373355610398,"0.22980176 - (max(Ey + (Ey + (0.046332713 * DST)), 0.030339826) + (DST * 0.046332713))","PySRFunction(X=>0.22980176 - (max(Ey + (Ey + (0.046332713 * DST)), 0.030339826) + (DST * 0.046332713)))",79,0.45265904225001785,99
15,1.9882872,"((((-0.032792352 * DST) - max(Ey, 0.19878487)) + 0.51509565) / 0.5736411) - (P_dyn * 0.31516412)",0.0019565727460334,"((((-0.032792352 * DST) - max(Ey, 0.19878487)) + 0.51509565) / 0.5736411) - (P_dyn * 0.31516412)","PySRFunction(X=>((((-0.032792352 * DST) - max(Ey, 0.19878487)) + 0.51509565) / 0.5736411) - (P_dyn * 0.31516412))",93,0.42070465221482417,75
15,1.9883041,"((-0.0419376 * DST) - max(-0.0419376, Ey - ((DST * -0.0419376) - Ey))) - -0.15313077",0.0017039999889600485,"((-0.0419376 * DST) - max(-0.0419376, Ey - ((DST * -0.0419376) - Ey))) - -0.15313077","PySRFunction(X=>((-0.0419376 * DST) - max(-0.0419376, Ey - ((DST * -0.0419376) - Ey))) - -0.15313077)",77,0.7461220609221213,109
15,1.9883118,"((DST * -0.040235482) + 0.24535592) - (Ey - min((DST * -0.040235482) - Ey, Ey))",0.0021001796353220144,"((DST * -0.040235482) + 0.24535592) - (Ey - min((DST * -0.040235482) - Ey, Ey))","PySRFunction(X=>((DST * -0.040235482) + 0.24535592) - (Ey - min((DST * -0.040235482) - Ey, Ey)))",90,0.09310646719767189,101
