complexity,loss,equation,score,sympy_format,lambda_format,simulation,parsimony,populations
20,1.9809644,"((-0.030751066 * DST) + min(DST * -0.026822599, ((DST * -0.030751066) - Ey) / (0.8053905 / sqrt(P_dyn)))) * 0.9150171",0.00013138338195448415,"((-0.030751066 * DST) + min(DST * -0.026822599, ((DST * -0.030751066) - Ey) / (0.8053905 / sqrt(P_dyn)))) * 0.9150171","PySRFunction(X=>((-0.030751066 * DST) + min(DST * -0.026822599, ((DST * -0.030751066) - Ey) / (0.8053905 / sqrt(P_dyn)))) * 0.9150171)",55,0.8839467022408268,106
24,1.980973,"(-0.05404816 * ((P_dyn + DST) - (((max(Ey, -1.2194824) + P_dyn) * -0.05404816) * (P_dyn + DST)))) - max(sqrt(P_dyn) * Ey, -0.19283679)",0.00024179237506504554,"(-0.05404816 * ((P_dyn + DST) - (((max(Ey, -1.2194824) + P_dyn) * -0.05404816) * (P_dyn + DST)))) - max(sqrt(P_dyn) * Ey, -0.19283679)","PySRFunction(X=>(-0.05404816 * ((P_dyn + DST) - (((max(Ey, -1.2194824) + P_dyn) * -0.05404816) * (P_dyn + DST)))) - max(sqrt(P_dyn) * Ey, -0.19283679))",21,0.5229121890392237,92
22,1.9810029,"min(Ey, 0.88427764 - ((Ey + (DST * 0.04253713)) + (square(P_dyn) * 0.04253713))) - ((Ey + (DST * 0.04253713)) / 0.9263819)",0.0008647225405578377,"min(Ey, 0.88427764 - ((Ey + (DST * 0.04253713)) + (square(P_dyn) * 0.04253713))) - ((Ey + (DST * 0.04253713)) / 0.9263819)","PySRFunction(X=>min(Ey, 0.88427764 - ((Ey + (DST * 0.04253713)) + (square(P_dyn) * 0.04253713))) - ((Ey + (DST * 0.04253713)) / 0.9263819))",34,0.8513774850290335,62
28,1.9810104,"(((max(P_dyn, Ey / 0.049395766) + DST) + max(DST, (Ey / 0.049395766) + ((square(P_dyn) - (Ey / -0.041143436)) + (DST + DST)))) * -0.027967159) - -0.15834993",0.0009732771887937478,"(((max(P_dyn, Ey / 0.049395766) + DST) + max(DST, (Ey / 0.049395766) + ((square(P_dyn) - (Ey / -0.041143436)) + (DST + DST)))) * -0.027967159) - -0.15834993","PySRFunction(X=>(((max(P_dyn, Ey / 0.049395766) + DST) + max(DST, (Ey / 0.049395766) + ((square(P_dyn) - (Ey / -0.041143436)) + (DST + DST)))) * -0.027967159) - -0.15834993)",32,0.32519059021927943,22
29,1.9811331,"min(square(1.0333478 / 0.97210467) * (0.48603097 + (((DST + (P_dyn / 0.30322394)) * -0.060555782) - max(-0.034494027, Ey / 0.64585793))), max(P_dyn, DST * -0.060555782) - square(0.48603097))",7.306618859461855e-05,"min(square(1.0333478 / 0.97210467) * (0.48603097 + (((DST + (P_dyn / 0.30322394)) * -0.060555782) - max(-0.034494027, Ey / 0.64585793))), max(P_dyn, DST * -0.060555782) - square(0.48603097))","PySRFunction(X=>min(square(1.0333478 / 0.97210467) * (0.48603097 + (((DST + (P_dyn / 0.30322394)) * -0.060555782) - max(-0.034494027, Ey / 0.64585793))), max(P_dyn, DST * -0.060555782) - square(0.48603097)))",36,0.5183923915928792,47
19,1.9812083,"((DST + (P_dyn * P_dyn)) * -0.040235482) - ((Ey - min((DST * -0.040235482) - Ey, Ey)) + -0.29237345)",0.001065863502780847,"((DST + (P_dyn * P_dyn)) * -0.040235482) - ((Ey - min((DST * -0.040235482) - Ey, Ey)) + -0.29237345)","PySRFunction(X=>((DST + (P_dyn * P_dyn)) * -0.040235482) - ((Ey - min((DST * -0.040235482) - Ey, Ey)) + -0.29237345))",90,0.09310646719767189,101
18,1.981238,"((((-0.040924836 * DST) - max(Ey, DST * -0.015667945)) / sqrt(P_dyn)) * (P_dyn - -0.38191712)) + 0.23592795",0.0018323089632106496,"((((-0.040924836 * DST) - max(Ey, DST * -0.015667945)) / sqrt(P_dyn)) * (P_dyn - -0.38191712)) + 0.23592795","PySRFunction(X=>((((-0.040924836 * DST) - max(Ey, DST * -0.015667945)) / sqrt(P_dyn)) * (P_dyn - -0.38191712)) + 0.23592795)",13,0.11563849352984107,82
18,1.9812587,"sqrt(sqrt(max(sqrt(P_dyn), (Ey / 0.37394875) * P_dyn))) * ((-0.047238328 * DST) - max(-0.2959886, Ey))",0.0005121694083729877,"sqrt(sqrt(max(sqrt(P_dyn), (Ey / 0.37394875) * P_dyn))) * ((-0.047238328 * DST) - max(-0.2959886, Ey))","PySRFunction(X=>sqrt(sqrt(max(sqrt(P_dyn), (Ey / 0.37394875) * P_dyn))) * ((-0.047238328 * DST) - max(-0.2959886, Ey)))",41,0.49257591456454775,54
23,1.9812614,"((DST + (P_dyn / sqrt(0.6494448 / P_dyn))) * -0.059215542) - (sqrt(sqrt(P_dyn / square(0.6432225))) * (max(Ey, -0.059215542) + -0.10851264))",0.0015403562225073,"((DST + (P_dyn / sqrt(0.6494448 / P_dyn))) * -0.059215542) - (sqrt(sqrt(P_dyn / square(0.6432225))) * (max(Ey, -0.059215542) + -0.10851264))","PySRFunction(X=>((DST + (P_dyn / sqrt(0.6494448 / P_dyn))) * -0.059215542) - (sqrt(sqrt(P_dyn / square(0.6432225))) * (max(Ey, -0.059215542) + -0.10851264)))",71,0.791898920384327,87
20,1.9812928,"min(sqrt(P_dyn + (P_dyn * 0.7075296)) * ((DST * -0.056951955) - Ey), (DST * -0.056951955) - max(-0.063032575, Ey))",0.00032743143091442235,"min(sqrt(P_dyn + (P_dyn * 0.7075296)) * ((DST * -0.056951955) - Ey), (DST * -0.056951955) - max(-0.063032575, Ey))","PySRFunction(X=>min(sqrt(P_dyn + (P_dyn * 0.7075296)) * ((DST * -0.056951955) - Ey), (DST * -0.056951955) - max(-0.063032575, Ey)))",20,0.5503316905479728,79
15,1.9813004,"min(DST * -0.054330956, sqrt(P_dyn) * ((-0.05303381 * DST) - (Ey * square(1.0647237))))",0.00010871056811168495,"min(DST * -0.054330956, sqrt(P_dyn) * ((-0.05303381 * DST) - (Ey * square(1.0647237))))","PySRFunction(X=>min(DST * -0.054330956, sqrt(P_dyn) * ((-0.05303381 * DST) - (Ey * square(1.0647237)))))",16,0.8245378107274485,68
19,1.9813133,"min(DST * -0.047974475, (((DST + (P_dyn + (P_dyn + (Ey - 5.1735926)))) * -0.047974475) - Ey) / 0.50760067)",0.0014025791163565571,"min(DST * -0.047974475, (((DST + (P_dyn + (P_dyn + (Ey - 5.1735926)))) * -0.047974475) - Ey) / 0.50760067)","PySRFunction(X=>min(DST * -0.047974475, (((DST + (P_dyn + (P_dyn + (Ey - 5.1735926)))) * -0.047974475) - Ey) / 0.50760067))",42,0.8720803419182309,28
22,1.9813339,"((min((Ey * -2.0483625) + (DST * -0.029547667), -0.031250607) + 0.1803658) + ((square(P_dyn) + (DST / 0.5355002)) * -0.029547667)) + 0.019097587",0.00014561300617041547,"((min((Ey * -2.0483625) + (DST * -0.029547667), -0.031250607) + 0.1803658) + ((square(P_dyn) + (DST / 0.5355002)) * -0.029547667)) + 0.019097587","PySRFunction(X=>((min((Ey * -2.0483625) + (DST * -0.029547667), -0.031250607) + 0.1803658) + ((square(P_dyn) + (DST / 0.5355002)) * -0.029547667)) + 0.019097587)",80,0.46091555726534056,103
17,1.98135,"min(((square(1.2021267) - Ey) - Ey) + ((DST * -0.084869035) - sqrt(P_dyn)), DST * -0.044636276)",0.0006839460338769765,"min(((square(1.2021267) - Ey) - Ey) + ((DST * -0.084869035) - sqrt(P_dyn)), DST * -0.044636276)","PySRFunction(X=>min(((square(1.2021267) - Ey) - Ey) + ((DST * -0.084869035) - sqrt(P_dyn)), DST * -0.044636276))",14,0.3494401318627533,57
21,1.981369,"sqrt(0.030339826) - (((DST * 0.030339826) + (max((DST * 0.030339826) + Ey, -0.053349767) * sqrt(1.0 + P_dyn))) * 1.1802398)",0.0009694653501009708,"sqrt(0.030339826) - (((DST * 0.030339826) + (max((DST * 0.030339826) + Ey, -0.053349767) * sqrt(1.0 + P_dyn))) * 1.1802398)","PySRFunction(X=>sqrt(0.030339826) - (((DST * 0.030339826) + (max((DST * 0.030339826) + Ey, -0.053349767) * sqrt(1.0 + P_dyn))) * 1.1802398))",79,0.45265904225001785,99
26,1.9813715,"min(-0.03664706 * (DST + Ey), ((((square(P_dyn * -0.82352495) + (DST / 0.8537169)) * -0.03664706) - Ey) / 0.8537169) + (0.076639496 + 0.053870857)) / 0.70127124",0.0008478847956724851,"min(-0.03664706 * (DST + Ey), ((((square(P_dyn * -0.82352495) + (DST / 0.8537169)) * -0.03664706) - Ey) / 0.8537169) + (0.076639496 + 0.053870857)) / 0.70127124","PySRFunction(X=>min(-0.03664706 * (DST + Ey), ((((square(P_dyn * -0.82352495) + (DST / 0.8537169)) * -0.03664706) - Ey) / 0.8537169) + (0.076639496 + 0.053870857)) / 0.70127124)",27,0.45099183801247894,49
23,1.9814045,"((-0.054064523 * DST) + ((min(min(0.45910543 + (-0.04476655 * DST), Ey) - Ey, Ey) - Ey) * (-2.181303 * -0.57598156))) - -0.08005814",0.0006558851164806845,"((-0.054064523 * DST) + ((min(min(0.45910543 + (-0.04476655 * DST), Ey) - Ey, Ey) - Ey) * (-2.181303 * -0.57598156))) - -0.08005814","PySRFunction(X=>((-0.054064523 * DST) + ((min(min(0.45910543 + (-0.04476655 * DST), Ey) - Ey, Ey) - Ey) * (-2.181303 * -0.57598156))) - -0.08005814)",65,0.762653148284585,81
21,1.9814308,"min((DST * -0.05684871) - Ey, min(DST * -0.05684871, (((DST * -0.05684871) - (Ey / 0.6637861)) + 0.559876) / 0.5236232))",0.0006508480111426997,"min((DST * -0.05684871) - Ey, min(DST * -0.05684871, (((DST * -0.05684871) - (Ey / 0.6637861)) + 0.559876) / 0.5236232))","PySRFunction(X=>min((DST * -0.05684871) - Ey, min(DST * -0.05684871, (((DST * -0.05684871) - (Ey / 0.6637861)) + 0.559876) / 0.5236232)))",63,0.5295891404231983,116
18,1.981485,"(-0.030751066 * DST) + min(DST * -0.026822599, ((DST * -0.030751066) - Ey) / (0.8053905 / sqrt(P_dyn)))",0.00278879755491536,"(-0.030751066 * DST) + min(DST * -0.026822599, ((DST * -0.030751066) - Ey) / (0.8053905 / sqrt(P_dyn)))","PySRFunction(X=>(-0.030751066 * DST) + min(DST * -0.026822599, ((DST * -0.030751066) - Ey) / (0.8053905 / sqrt(P_dyn))))",55,0.8839467022408268,106
29,1.9814882,"((((P_dyn + DST) + -4.048709) + (-2.4454906 + ((P_dyn + max(-4.9738274, Ey * max(DST, P_dyn))) + P_dyn))) * -0.056629326) - ((max(0.05131255, Ey) / 0.9027237) / 0.79525864)",0.00037513273416405385,"((((P_dyn + DST) + -4.048709) + (-2.4454906 + ((P_dyn + max(-4.9738274, Ey * max(DST, P_dyn))) + P_dyn))) * -0.056629326) - ((max(0.05131255, Ey) / 0.9027237) / 0.79525864)","PySRFunction(X=>((((P_dyn + DST) + -4.048709) + (-2.4454906 + ((P_dyn + max(-4.9738274, Ey * max(DST, P_dyn))) + P_dyn))) * -0.056629326) - ((max(0.05131255, Ey) / 0.9027237) / 0.79525864))",26,0.06313970895502706,68
14,1.9815158,"min(DST * -0.054330956, sqrt(P_dyn) * ((DST * -0.05303381) - (Ey * 1.2611511)))",0.001518975242830801,"min(DST * -0.054330956, sqrt(P_dyn) * ((DST * -0.05303381) - (Ey * 1.2611511)))","PySRFunction(X=>min(DST * -0.054330956, sqrt(P_dyn) * ((DST * -0.05303381) - (Ey * 1.2611511))))",16,0.8245378107274485,68
18,1.9815384,"(sqrt(P_dyn - -0.62453073) * (((P_dyn + DST) * -0.038889114) - max(Ey, Ey > P_B))) - -0.1798365",6.527330334953823e-05,"(sqrt(P_dyn - -0.62453073) * (((P_dyn + DST) * -0.038889114) - max(Ey, Ey > P_B))) - -0.1798365","PySRFunction(X=>(sqrt(P_dyn - -0.62453073) * (((P_dyn + DST) * -0.038889114) - max(Ey, Ey > P_B))) - -0.1798365)",96,0.5503908484809729,115
24,1.9815588,"(min(min((-0.044978492 * (DST - (P_dyn / -0.47573316))) + (square(-0.6621574) - Ey), 0.052418407) - Ey, 0.14340004) - (0.052418407 * DST)) / 0.9095381",5.210272866323571e-05,"(min(min((-0.044978492 * (DST - (P_dyn / -0.47573316))) + (square(-0.6621574) - Ey), 0.052418407) - Ey, 0.14340004) - (0.052418407 * DST)) / 0.9095381","PySRFunction(X=>(min(min((-0.044978492 * (DST - (P_dyn / -0.47573316))) + (square(-0.6621574) - Ey), 0.052418407) - Ey, 0.14340004) - (0.052418407 * DST)) / 0.9095381)",5,0.22810632432635974,41
22,1.9816084,"min((3.2026458 - DST) * 0.045181885, (1.0933975 + (3.2026458 * ((((Ey - P_dyn) - DST) * 0.040616002) - Ey))) / square(1.0709584))",0.0006517831645317211,"min((3.2026458 - DST) * 0.045181885, (1.0933975 + (3.2026458 * ((((Ey - P_dyn) - DST) * 0.040616002) - Ey))) / square(1.0709584))","PySRFunction(X=>min((3.2026458 - DST) * 0.045181885, (1.0933975 + (3.2026458 * ((((Ey - P_dyn) - DST) * 0.040616002) - Ey))) / square(1.0709584)))",57,0.46689719610182107,23
24,1.9816308,"(((DST * -0.059974384) - sqrt(max(Ey + 1.0, max(0.7310812, (Ey * 1.7368398) * P_dyn)))) + 1.2769322) - max(Ey, P_dyn * 0.25522393)",0.0004575952961913458,"(((DST * -0.059974384) - sqrt(max(Ey + 1.0, max(0.7310812, (Ey * 1.7368398) * P_dyn)))) + 1.2769322) - max(Ey, P_dyn * 0.25522393)","PySRFunction(X=>(((DST * -0.059974384) - sqrt(max(Ey + 1.0, max(0.7310812, (Ey * 1.7368398) * P_dyn)))) + 1.2769322) - max(Ey, P_dyn * 0.25522393))",39,0.026551599513622827,99
16,1.9816515,"((((P_dyn + DST) * -0.03434086) - max(0.17338586, Ey)) * sqrt(0.56240195 + P_dyn)) + 0.3766861",0.0009008349432194705,"((((P_dyn + DST) * -0.03434086) - max(0.17338586, Ey)) * sqrt(0.56240195 + P_dyn)) + 0.3766861","PySRFunction(X=>((((P_dyn + DST) * -0.03434086) - max(0.17338586, Ey)) * sqrt(0.56240195 + P_dyn)) + 0.3766861)",67,0.011668825394307704,103
25,1.9817122,"min(max(0.5892068, DST * -0.060555782) - 0.13087277, (((Ey + (DST + (P_dyn / 0.30322394))) * -0.060555782) - max(-0.034494027, Ey / 0.64585793)) + 0.48603097)",0.00023262345846210863,"min(max(0.5892068, DST * -0.060555782) - 0.13087277, (((Ey + (DST + (P_dyn / 0.30322394))) * -0.060555782) - max(-0.034494027, Ey / 0.64585793)) + 0.48603097)","PySRFunction(X=>min(max(0.5892068, DST * -0.060555782) - 0.13087277, (((Ey + (DST + (P_dyn / 0.30322394))) * -0.060555782) - max(-0.034494027, Ey / 0.64585793)) + 0.48603097))",36,0.5183923915928792,47
15,1.9817368,"min(DST / -30.456255, ((DST / -20.809017) - Ey) * sqrt(P_dyn)) * square(1.1716894)",0.0008101224738761673,"min(DST / -30.456255, ((DST / -20.809017) - Ey) * sqrt(P_dyn)) * square(1.1716894)","PySRFunction(X=>min(DST / -30.456255, ((DST / -20.809017) - Ey) * sqrt(P_dyn)) * square(1.1716894))",75,0.44035347011612097,70
18,1.981755,"(((sqrt(sqrt(P_dyn)) * (DST + P_dyn)) / -18.817614) - max(-0.13837549, Ey * sqrt(P_dyn))) + 0.052688032",0.0001066869728305475,"(((sqrt(sqrt(P_dyn)) * (DST + P_dyn)) / -18.817614) - max(-0.13837549, Ey * sqrt(P_dyn))) + 0.052688032","PySRFunction(X=>(((sqrt(sqrt(P_dyn)) * (DST + P_dyn)) / -18.817614) - max(-0.13837549, Ey * sqrt(P_dyn))) + 0.052688032)",49,0.5339424936618461,89
22,1.9817653,"min(min((-0.044978492 * (DST - (P_dyn / -0.47573316))) + (square(-0.6621574) - Ey), 0.052418407) - Ey, 0.14340004) - (0.052418407 * DST)",0.0013532301959508464,"min(min((-0.044978492 * (DST - (P_dyn / -0.47573316))) + (square(-0.6621574) - Ey), 0.052418407) - Ey, 0.14340004) - (0.052418407 * DST)","PySRFunction(X=>min(min((-0.044978492 * (DST - (P_dyn / -0.47573316))) + (square(-0.6621574) - Ey), 0.052418407) - Ey, 0.14340004) - (0.052418407 * DST))",5,0.22810632432635974,41
16,1.9817723,"sqrt(sqrt(max(0.11966711, Ey))) * ((DST * -0.07965054) - (max(Ey, -0.23640946) * square(1.3090101)))",0.0011915055500788523,"sqrt(sqrt(max(0.11966711, Ey))) * ((DST * -0.07965054) - (max(Ey, -0.23640946) * square(1.3090101)))","PySRFunction(X=>sqrt(sqrt(max(0.11966711, Ey))) * ((DST * -0.07965054) - (max(Ey, -0.23640946) * square(1.3090101))))",28,0.6281431313400103,115
22,1.9817884,"(((max(Ey, P_dyn * 0.124107905) * -1.3073403) + 0.21198303) + ((DST / -2.0854428) * square(-0.31457773))) * (sqrt(sqrt(P_dyn)) - -0.16255851)",0.0007988075560685956,"(((max(Ey, P_dyn * 0.124107905) * -1.3073403) + 0.21198303) + ((DST / -2.0854428) * square(-0.31457773))) * (sqrt(sqrt(P_dyn)) - -0.16255851)","PySRFunction(X=>(((max(Ey, P_dyn * 0.124107905) * -1.3073403) + 0.21198303) + ((DST / -2.0854428) * square(-0.31457773))) * (sqrt(sqrt(P_dyn)) - -0.16255851))",97,0.16100709048802692,105
16,1.9817971,"(sqrt(P_dyn - -0.62453073) * (((P_dyn + DST) * -0.038889114) - max(Ey, -0.038889114))) - -0.1798365",0.0008760624943676976,"(sqrt(P_dyn - -0.62453073) * (((P_dyn + DST) * -0.038889114) - max(Ey, -0.038889114))) - -0.1798365","PySRFunction(X=>(sqrt(P_dyn - -0.62453073) * (((P_dyn + DST) * -0.038889114) - max(Ey, -0.038889114))) - -0.1798365)",96,0.5503908484809729,115
16,1.9818157,"(((-0.037044633 * DST) - max(Ey, P_dyn * 0.08071642)) * sqrt(0.9077631 + P_dyn)) - -0.16357937",0.0013303403837277485,"(((-0.037044633 * DST) - max(Ey, P_dyn * 0.08071642)) * sqrt(0.9077631 + P_dyn)) - -0.16357937","PySRFunction(X=>(((-0.037044633 * DST) - max(Ey, P_dyn * 0.08071642)) * sqrt(0.9077631 + P_dyn)) - -0.16357937)",12,0.34975900568581203,111
15,1.9818904,"((DST * -0.04525553) - max(Ey, -0.09951802)) * max(1.2971077, min(2.165298, Ey) * 1.3080218)",0.0009521723763939139,"((DST * -0.04525553) - max(Ey, -0.09951802)) * max(1.2971077, min(2.165298, Ey) * 1.3080218)","PySRFunction(X=>((DST * -0.04525553) - max(Ey, -0.09951802)) * max(1.2971077, min(2.165298, Ey) * 1.3080218))",68,0.021704147920490958,111
20,1.981911,"(min((Ey * -2.0483625) + (DST * -0.029547667), -0.031250607) + 0.1803658) + ((square(P_dyn) + (DST / 0.5355002)) * -0.029547667)",0.0027603874368715,"(min((Ey * -2.0483625) + (DST * -0.029547667), -0.031250607) + 0.1803658) + ((square(P_dyn) + (DST / 0.5355002)) * -0.029547667)","PySRFunction(X=>(min((Ey * -2.0483625) + (DST * -0.029547667), -0.031250607) + 0.1803658) + ((square(P_dyn) + (DST / 0.5355002)) * -0.029547667))",80,0.46091555726534056,103
22,1.9819312,"(-0.05404816 * ((Ey + (P_dyn + DST)) - ((Ey + P_dyn) * (-0.05404816 * DST)))) - max(sqrt(P_dyn) * Ey, -0.19283679)",0.00037255321866815934,"(-0.05404816 * ((Ey + (P_dyn + DST)) - ((Ey + P_dyn) * (-0.05404816 * DST)))) - max(sqrt(P_dyn) * Ey, -0.19283679)","PySRFunction(X=>(-0.05404816 * ((Ey + (P_dyn + DST)) - ((Ey + P_dyn) * (-0.05404816 * DST)))) - max(sqrt(P_dyn) * Ey, -0.19283679))",21,0.5229121890392237,92
30,1.9819349,"((DST * -0.067895755) + ((min((P_dyn * max(Ey, -1.3552794)) * 0.45023778, max((Ey * 3.6952708) + DST, Ey)) * sign(Ey * -1.9223087)) - Ey)) * (0.82043785 - -0.037069518)",3.742128530301308e-05,"((DST * -0.067895755) + ((min((P_dyn * max(Ey, -1.3552794)) * 0.45023778, max((Ey * 3.6952708) + DST, Ey)) * sign(Ey * -1.9223087)) - Ey)) * (0.82043785 - -0.037069518)","PySRFunction(X=>((DST * -0.067895755) + ((min((P_dyn * max(Ey, -1.3552794)) * 0.45023778, max((Ey * 3.6952708) + DST, Ey)) * sign(Ey * -1.9223087)) - Ey)) * (0.82043785 - -0.037069518))",30,0.6907651527965286,104
25,1.9819514,"(min(((((P_dyn * P_dyn) + DST) * -0.0518767) - Ey) + ((-0.0518767 * DST) - Ey), -0.0518767 * (Ey + DST)) + 0.16687307) / 1.1845579",0.00036062548444634274,"(min(((((P_dyn * P_dyn) + DST) * -0.0518767) - Ey) + ((-0.0518767 * DST) - Ey), -0.0518767 * (Ey + DST)) + 0.16687307) / 1.1845579","PySRFunction(X=>(min(((((P_dyn * P_dyn) + DST) * -0.0518767) - Ey) + ((-0.0518767 * DST) - Ey), -0.0518767 * (Ey + DST)) + 0.16687307) / 1.1845579)",8,0.5177904671178928,29
29,1.9819927,"(((-0.4942742 - DST) + DST) + ((((0.9280035 * min(-0.36811095, 0.8419564 - (Ey + max(1.2253286, (P_dyn * 0.5217908) + Ey)))) + DST) / 1.0627337) + 0.8940446)) - DST",0.00037554144717205206,"(((-0.4942742 - DST) + DST) + ((((0.9280035 * min(-0.36811095, 0.8419564 - (Ey + max(1.2253286, (P_dyn * 0.5217908) + Ey)))) + DST) / 1.0627337) + 0.8940446)) - DST","PySRFunction(X=>(((-0.4942742 - DST) + DST) + ((((0.9280035 * min(-0.36811095, 0.8419564 - (Ey + max(1.2253286, (P_dyn * 0.5217908) + Ey)))) + DST) / 1.0627337) + 0.8940446)) - DST)",73,0.1586838346782837,117
26,1.982036,"min((((((DST * -0.032792352) + 0.25754783) - max(Ey, -0.17088835)) * 1.2288245) + (sqrt(0.084463164) - (P_dyn * 0.16214395))) - 0.07280759, DST * -0.032792352) / 0.5736411",0.000614746984444727,"min((((((DST * -0.032792352) + 0.25754783) - max(Ey, -0.17088835)) * 1.2288245) + (sqrt(0.084463164) - (P_dyn * 0.16214395))) - 0.07280759, DST * -0.032792352) / 0.5736411","PySRFunction(X=>min((((((DST * -0.032792352) + 0.25754783) - max(Ey, -0.17088835)) * 1.2288245) + (sqrt(0.084463164) - (P_dyn * 0.16214395))) - 0.07280759, DST * -0.032792352) / 0.5736411)",93,0.42070465221482417,75
16,1.9821779,"(((DST + P_dyn) / -18.817614) * sqrt(sqrt(P_dyn))) - max(Ey * sqrt(P_dyn), -0.22846739)",0.0011438199821082445,"(((DST + P_dyn) / -18.817614) * sqrt(sqrt(P_dyn))) - max(Ey * sqrt(P_dyn), -0.22846739)","PySRFunction(X=>(((DST + P_dyn) / -18.817614) * sqrt(sqrt(P_dyn))) - max(Ey * sqrt(P_dyn), -0.22846739))",49,0.5339424936618461,89
17,1.9822015,"min((0.16822769 - Ey) * 2.2593315, DST * 0.06696768) + (-0.11023003 * (DST - (2.2593315 - P_dyn)))",0.0011591494684585534,"min((0.16822769 - Ey) * 2.2593315, DST * 0.06696768) + (-0.11023003 * (DST - (2.2593315 - P_dyn)))","PySRFunction(X=>min((0.16822769 - Ey) * 2.2593315, DST * 0.06696768) + (-0.11023003 * (DST - (2.2593315 - P_dyn))))",86,0.3132475627456748,60
22,1.9822313,"((sqrt(P_dyn) * -1.1335062) * max(max(Ey, -0.03776623) - (DST * -0.03776623), -0.03776623)) + (((Ey / 0.15044771) + DST) * -0.03776623)",0.0007434813538822186,"((sqrt(P_dyn) * -1.1335062) * max(max(Ey, -0.03776623) - (DST * -0.03776623), -0.03776623)) + (((Ey / 0.15044771) + DST) * -0.03776623)","PySRFunction(X=>((sqrt(P_dyn) * -1.1335062) * max(max(Ey, -0.03776623) - (DST * -0.03776623), -0.03776623)) + (((Ey / 0.15044771) + DST) * -0.03776623))",98,0.5305623742939397,35
28,1.9822448,"((((1.9735863 - ((1.9735863 * sqrt(P_dyn)) * (P_dyn - 1.9735863))) - (min(Ey, P_dyn) + DST)) / -0.90439975) * -0.055094007) - max(0.14934364, Ey / (0.8179389 * 0.7871342))",2.517284640401451e-05,"((((1.9735863 - ((1.9735863 * sqrt(P_dyn)) * (P_dyn - 1.9735863))) - (min(Ey, P_dyn) + DST)) / -0.90439975) * -0.055094007) - max(0.14934364, Ey / (0.8179389 * 0.7871342))","PySRFunction(X=>((((1.9735863 - ((1.9735863 * sqrt(P_dyn)) * (P_dyn - 1.9735863))) - (min(Ey, P_dyn) + DST)) / -0.90439975) * -0.055094007) - max(0.14934364, Ey / (0.8179389 * 0.7871342)))",46,0.4296567197728651,71
17,1.9822639,"min(DST * -0.043099195, ((((DST + P_dyn) + P_dyn) * -0.043099195) + (0.2495633 - Ey)) * 2.0906625)",0.0005648931067846215,"min(DST * -0.043099195, ((((DST + P_dyn) + P_dyn) * -0.043099195) + (0.2495633 - Ey)) * 2.0906625)","PySRFunction(X=>min(DST * -0.043099195, ((((DST + P_dyn) + P_dyn) * -0.043099195) + (0.2495633 - Ey)) * 2.0906625))",10,0.8268265146687311,32
17,1.9822737,"sqrt(sqrt(max(P_dyn, Ey / 0.37394875))) * ((-0.047238328 * (DST + P_dyn)) - max(-0.2959886, Ey))",0.0008853080918965799,"sqrt(sqrt(max(P_dyn, Ey / 0.37394875))) * ((-0.047238328 * (DST + P_dyn)) - max(-0.2959886, Ey))","PySRFunction(X=>sqrt(sqrt(max(P_dyn, Ey / 0.37394875))) * ((-0.047238328 * (DST + P_dyn)) - max(-0.2959886, Ey)))",41,0.49257591456454775,54
26,1.9823446,"((((1.9735863 - ((1.9735863 * sqrt(P_dyn)) * (P_dyn - 1.9735863))) - (Ey + DST)) / -0.90439975) * -0.055094007) - max(0.14934364, Ey / (0.8179389 * 0.7871342))",0.00035609276759410706,"((((1.9735863 - ((1.9735863 * sqrt(P_dyn)) * (P_dyn - 1.9735863))) - (Ey + DST)) / -0.90439975) * -0.055094007) - max(0.14934364, Ey / (0.8179389 * 0.7871342))","PySRFunction(X=>((((1.9735863 - ((1.9735863 * sqrt(P_dyn)) * (P_dyn - 1.9735863))) - (Ey + DST)) / -0.90439975) * -0.055094007) - max(0.14934364, Ey / (0.8179389 * 0.7871342)))",46,0.4296567197728651,71
20,1.9824057,"square(0.51543814 - (DST * 0.010225986)) + (((DST + P_dyn) * -0.062033515) - (max(Ey, DST * -0.017016774) / 0.54222316))",0.0020193925017517544,"square(0.51543814 - (DST * 0.010225986)) + (((DST + P_dyn) * -0.062033515) - (max(Ey, DST * -0.017016774) / 0.54222316))","PySRFunction(X=>square(0.51543814 - (DST * 0.010225986)) + (((DST + P_dyn) * -0.062033515) - (max(Ey, DST * -0.017016774) / 0.54222316)))",15,0.424640009620544,71
17,1.9824522,"(sqrt(P_dyn + 0.6170505) * ((-0.036008436 * DST) - max(sqrt(P_dyn) > 2.175632, Ey))) - -0.21025896",0.0020406894629420545,"(sqrt(P_dyn + 0.6170505) * ((-0.036008436 * DST) - max(sqrt(P_dyn) > 2.175632, Ey))) - -0.21025896","PySRFunction(X=>(sqrt(P_dyn + 0.6170505) * ((-0.036008436 * DST) - max(sqrt(P_dyn) > 2.175632, Ey))) - -0.21025896)",51,0.6728908265977278,104
15,1.9825311,"min(DST * -0.04846053, ((Ey / -0.44655424) - -0.61362606) + ((P_dyn + DST) * -0.08847291))",0.0008129199869837671,"min(DST * -0.04846053, ((Ey / -0.44655424) - -0.61362606) + ((P_dyn + DST) * -0.08847291))","PySRFunction(X=>min(DST * -0.04846053, ((Ey / -0.44655424) - -0.61362606) + ((P_dyn + DST) * -0.08847291)))",91,0.2670427927476363,99
