complexity,loss,score,equation,sympy_format,lambda_format,simulation,parsimony,populations
1,2.1867723,0.0,-1.2738965e-6,-1.27389650000000e-6,PySRFunction(X=>-0.00000127389650000000),36,0.349084613676405,113
3,2.1867723,0.000606920604790394,sqrt(square(9.0990216e-7)),9.09902160000000e-7,PySRFunction(X=>9.09902160000000E-7),64,0.6137864444358692,115
2,2.1867723,0.0,square(0.00037229876),1.38606366697538e-7,PySRFunction(X=>1.38606366697538E-7),65,0.28731951273253653,23
1,2.1867723,0.0,1.6490978e-6,1.64909780000000e-6,PySRFunction(X=>0.00000164909780000000),50,0.665318072340186,97
1,2.1867723,0.0,6.6945904e-7,6.69459040000000e-7,PySRFunction(X=>6.69459040000000E-7),44,0.3202050920326957,52
1,2.1867723,0.0,-2.3517936e-7,-2.35179360000000e-7,PySRFunction(X=>-2.35179360000000E-7),2,0.4573629519372664,47
1,2.1867723,0.0,-2.7708694e-7,-2.77086940000000e-7,PySRFunction(X=>-2.77086940000000E-7),25,0.8480394428115559,43
2,2.1867723,0.0,square(0.0004798571),2.30262836420410e-7,PySRFunction(X=>2.30262836420410E-7),54,0.321113011224157,62
1,2.1867723,0.0,-3.2142289e-6,-3.21422890000000e-6,PySRFunction(X=>-0.00000321422890000000),34,0.490442314835111,99
1,2.1867723,0.0,-2.249979e-6,-2.24997900000000e-6,PySRFunction(X=>-0.00000224997900000000),49,0.8115558669350104,118
1,2.1867723,0.0,-2.40684e-6,-2.40684000000000e-6,PySRFunction(X=>-0.00000240684000000000),47,0.430908796623887,69
1,2.1867723,0.0,-9.650235e-8,-9.65023500000000e-8,PySRFunction(X=>-9.65023500000000E-8),27,0.09536836628947483,33
1,2.1867723,0.0,3.0475103e-6,3.04751030000000e-6,PySRFunction(X=>0.00000304751030000000),28,0.394298445987013,23
1,2.1867723,0.0,-9.471128e-8,-9.47112800000000e-8,PySRFunction(X=>-9.47112800000000E-8),40,0.11246947898429092,41
1,2.1867723,0.0,4.713211e-6,4.71321100000000e-6,PySRFunction(X=>0.00000471321100000000),38,0.023296688461016735,37
2,2.1867723,0.0,square(-0.00041247095),1.70132284593903e-7,PySRFunction(X=>1.70132284593903E-7),63,0.3220017178521859,88
1,2.1867723,0.0,1.9811105e-6,1.98111050000000e-6,PySRFunction(X=>0.00000198111050000000),41,0.8807763974696912,77
1,2.1867723,0.0,-3.4709633e-6,-3.47096330000000e-6,PySRFunction(X=>-0.00000347096330000000),30,0.3165932661992695,66
1,2.1867723,0.0,-3.8035846e-6,-3.80358460000000e-6,PySRFunction(X=>-0.00000380358460000000),32,0.2636285355620135,89
1,2.1867723,0.0,-1.3730315e-7,-1.37303150000000e-7,PySRFunction(X=>-1.37303150000000E-7),42,0.5836751940682362,42
1,2.1867723,0.0,1.8257597e-6,1.82575970000000e-6,PySRFunction(X=>0.00000182575970000000),31,0.6268461824356336,100
1,2.1867723,0.0,9.005407e-7,9.00540700000000e-7,PySRFunction(X=>9.00540700000000E-7),46,0.07003251233607233,69
1,2.1867723,0.0,-1.1679961e-6,-1.16799610000000e-6,PySRFunction(X=>-0.00000116799610000000),61,0.40447590241390935,71
1,2.1867723,0.0,-7.8286075e-7,-7.82860750000000e-7,PySRFunction(X=>-7.82860750000000E-7),16,0.32610585944443393,64
1,2.1867723,0.0,-1.1616969e-6,-1.16169690000000e-6,PySRFunction(X=>-0.00000116169690000000),3,0.3897442249283468,47
1,2.1867723,0.0,1.2172442e-6,1.21724420000000e-6,PySRFunction(X=>0.00000121724420000000),11,0.7120266256859719,89
1,2.1867723,0.0,1.6537929e-6,1.65379290000000e-6,PySRFunction(X=>0.00000165379290000000),23,0.5211780183689029,51
1,2.1867723,0.0,6.3633775e-7,6.36337750000000e-7,PySRFunction(X=>6.36337750000000E-7),12,0.25382894700547437,112
1,2.1867723,0.0,2.3485184e-7,2.34851840000000e-7,PySRFunction(X=>2.34851840000000E-7),9,0.21518935716541243,84
1,2.1867723,0.0,4.8560287e-6,4.85602870000000e-6,PySRFunction(X=>0.00000485602870000000),60,0.39290687225279325,95
1,2.1867723,0.0,-1.6575675e-7,-1.65756750000000e-7,PySRFunction(X=>-1.65756750000000E-7),5,0.5638130072532167,28
1,2.1867723,0.0,-1.1616618e-7,-1.16166180000000e-7,PySRFunction(X=>-1.16166180000000E-7),26,0.5964623166512845,61
1,2.1867723,0.0,3.873305e-6,3.87330500000000e-6,PySRFunction(X=>0.00000387330500000000),43,0.49695954912364315,116
1,2.1867723,0.0,5.030065e-6,5.03006500000000e-6,PySRFunction(X=>0.00000503006500000000),62,0.590116948523795,112
1,2.1867723,0.0,2.4959445e-7,2.49594450000000e-7,PySRFunction(X=>2.49594450000000E-7),35,0.8783410106375455,90
1,2.1867723,0.0,4.8339814e-7,4.83398140000000e-7,PySRFunction(X=>4.83398140000000E-7),19,0.7144065304204593,49
1,2.1867723,0.0,-5.173888e-8,-5.17388800000000e-8,PySRFunction(X=>-5.17388800000000E-8),56,0.23541169704116155,88
1,2.1867723,0.0,7.412109e-6,7.41210900000000e-6,PySRFunction(X=>0.00000741210900000000),51,0.7278578853860362,54
1,2.1867723,0.0,-2.1134821e-7,-2.11348210000000e-7,PySRFunction(X=>-2.11348210000000E-7),58,0.46474805073223563,27
1,2.1867726,0.0,1.8219009e-5,1.82190090000000e-5,PySRFunction(X=>0.0000182190090000000),55,0.768064670115872,65
1,2.1868355,0.0,-0.0003932785,-0.000393278500000000,PySRFunction(X=>-0.000393278500000000),14,0.1743114391019238,27
2,2.1880999,0.0,square(-0.23837405),0.0568221877134025,PySRFunction(X=>0.0568221877134025),64,0.6137864444358692,115
